origem,usuario,mensagem,data
CSAT,leonardo.elias,Seria bom ter mais opcoes de personalizacao.,2025-08-16 14:45:26
BOT,fernanda.elias,A plataforma caiu agora e nao consigo acessar.,2025-08-16 15:24:40
BuzzMonitor,carla.araujo,Qual o limite de requisicoes por minuto na API?,2025-08-16 17:13:11
BuzzMonitor,camila.nascimento,Os dados do CRM estao vindo incompletos na integracao. Preciso de retorno urgente.,2025-08-16 17:54:50
CSAT,carla.souza,Ficou travando e desconectando toda hora.,2025-08-16 21:50:34
NPS,mario.martins,O tempo de resposta da API aumentou bastante.,2025-08-17 00:23:56
BOT,carla.ferreira,A integracao suporta ambientes de teste? Preciso de retorno urgente.,2025-08-17 00:52:20
NPS,bruno.teixeira,"A equipe acompanhou a implantacao, foi tranquilo. Ticket 56969.",2025-08-17 03:24:33
CSAT,vitor.teixeira,Existe modo escuro? Ticket 91665.,2025-08-17 04:36:21
CSAT,camila.rocha,A busca demora demais e trava o navegador.,2025-08-17 10:47:20
CSAT,patricia.barbosa,Preciso de auditoria e nao encontro logs completos. Preciso de retorno urgente.,2025-08-17 11:26:04
CSAT,fernanda.mendes,O sistema duplica registros ao importar.,2025-08-17 12:11:58
CSAT,isabela.correa,Nao consegui importar meus dados iniciais.,2025-08-17 14:03:21
CSAT,joao.gomes,O sistema esta muito lento para carregar relatorios.,2025-08-17 21:22:52
CSAT,bruno.almeida,Tem alguma previsao para corrigir a exportacao?,2025-08-17 22:21:38
BuzzMonitor,mario.nascimento,O atendente nao entendeu o problema e encerrou o ticket.,2025-08-18 00:18:59
CSAT,vitor.elias,A conciliacao bancaria ficou bem melhor nessa versao.,2025-08-18 00:20:08
CSAT,laura.araujo,Fui transferido varias vezes e nao resolveram.,2025-08-18 08:45:13
BOT,juliana.ribeiro,Qual o SLA de atendimento para meu plano?,2025-08-18 23:42:30
CSAT,juliana.araujo,A disponibilidade melhorou bastante essa semana.,2025-08-19 07:52:10
BuzzMonitor,diego.elias,Importacao muito mais eficiente agora.,2025-08-20 03:26:02
BuzzMonitor,mariana.elias,"Gostei do conector com o ERP, poupou tempo.",2025-08-20 03:30:39
NPS,fernanda.dias,Como faço para salvar filtros como favoritos?,2025-08-20 21:38:32
CSAT,mario.mendes,A tela nao e intuitiva e acaba atrapalhando.,2025-08-21 02:29:20
BuzzMonitor,gustavo.carvalho,"Boa, o erro de sincronizacao sumiu.",2025-08-21 05:09:53
BOT,mariana.martins,A API esta retornando 401 mesmo com token valido. Ticket 84096.,2025-08-21 12:34:08
CSAT,mariana.carvalho,Quero entender como funciona o calculo de impostos. Preciso de retorno urgente.,2025-08-21 15:31:21
BuzzMonitor,lucas.elias,Nao consegui importar meus dados iniciais. Preciso de retorno urgente.,2025-08-21 20:22:49
NPS,ana.carvalho,A integracao com o gateway de pagamento caiu. Preciso de retorno urgente.,2025-08-21 20:27:07
CSAT,ana.lima,A integracao com o ERP nao esta sincronizando.,2025-08-22 02:41:34
BuzzMonitor,carla.araujo,O atendente não entendeu o problema e encerrou o ticket.,2025-08-22 03:39:05
NPS,isabela.mendes,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-08-22 06:44:16
BuzzMonitor,camila.martins,"Preciso atualizar o responsavel do contrato, com quem falo?",2025-08-22 15:03:37
BuzzMonitor,carla.elias,O tempo de resposta da API aumentou bastante.,2025-08-22 18:12:00
BuzzMonitor,isabela.souza,Fiquei perdido na configuracao inicial. Preciso de retorno urgente.,2025-08-22 19:13:16
CSAT,ana.souza,Vocês podem considerar um novo recurso?,2025-08-22 22:55:27
BOT,fernanda.silva,O menu mudou e agora ficou pior de usar.,2025-08-23 06:08:23
CSAT,beatriz.souza,Quando tento exportar CSV ele vem vazio.,2025-08-23 07:45:33
BuzzMonitor,mariana.pereira,"A API esta bem documentada, consegui integrar rapido.",2025-08-23 10:17:44
BOT,lucas.rocha,"A fatura veio com reajuste sem aviso, podem verificar?",2025-08-23 10:58:47
CSAT,rafael.rocha,Onde encontro a base de conhecimento?,2025-08-23 12:01:28
CSAT,joao.barbosa,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-08-23 12:35:20
CSAT,joao.araujo,A nova interface ficou bem mais intuitiva. Preciso de retorno urgente.,2025-08-24 00:34:53
BuzzMonitor,mariana.ribeiro,O sistema esta muito lento para carregar relatorios. Preciso de retorno urgente.,2025-08-24 00:55:42
NPS,laura.ribeiro,O webhooks estao falhando e nao recebo eventos.,2025-08-24 02:26:49
CSAT,beatriz.correa,"A busca ficou instantanea, parabens.",2025-08-24 05:37:25
CSAT,gustavo.dias,Onde eu reporto um bug com print da tela?,2025-08-24 10:57:05
BuzzMonitor,carla.correa,Nao consigo atualizar meus dados de pagamento no sistema.,2025-08-24 19:57:24
BuzzMonitor,laura.mendes,O menu mudou e agora ficou pior de usar.,2025-08-25 02:19:04
BOT,isabela.ferreira,"As dicas na tela ajudam bastante, parabens.",2025-08-25 06:49:25
NPS,leonardo.souza,"A importacao esta levando horas, ficou impraticavel.",2025-08-25 10:50:34
NPS,vitor.rocha,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-08-25 12:00:12
CSAT,rafael.mendes,A plataforma caiu agora e nao consigo acessar.,2025-08-25 17:57:03
CSAT,laura.almeida,Vocês tem exemplo de payload para webhooks?,2025-08-25 19:12:47
CSAT,fernanda.barbosa,"Adorei as novas funcionalidades, muito util.",2025-08-26 03:09:42
CSAT,juliana.carvalho,A conciliacao bancaria ficou bem melhor nessa versao. Preciso de retorno urgente.,2025-08-26 09:29:10
CSAT,thiago.pereira,O onboarding foi excelente e bem guiado.,2025-08-26 10:29:07
NPS,laura.ferreira,Hoje o sistema esta super rapido e sem quedas.,2025-08-26 10:31:59
CSAT,beatriz.martins,A tela nao e intuitiva e acaba atrapalhando.,2025-08-26 19:14:31
CSAT,mariana.almeida,Resposta rapida e com orientacao completa.,2025-08-26 23:07:20
BuzzMonitor,juliana.mendes,"As dicas na tela ajudam bastante, parabens. Preciso de retorno urgente.",2025-08-27 00:46:21
NPS,fernanda.ribeiro,Tem atalho para acessar relatorios mais rapido?,2025-08-27 01:43:58
CSAT,leonardo.dias,O atendente nao entendeu o problema e encerrou o ticket.,2025-08-27 02:04:29
BuzzMonitor,mariana.teixeira,A ferramenta esta ajudando muito nosso dia a dia.,2025-08-27 08:06:31
NPS,patricia.rocha,A plataforma caiu agora e nao consigo acessar.,2025-08-27 09:16:55
CSAT,vitor.gomes,Qual politica de retencao de logs? Preciso de retorno urgente.,2025-08-27 12:07:39
BuzzMonitor,mariana.barbosa,As mensagens de erro nao explicam o que fazer.,2025-08-27 21:12:40
CSAT,diego.barbosa,Quando tento exportar CSV ele vem vazio. Ticket 91968.,2025-08-28 01:53:19
CSAT,isabela.dias,Nao consegui importar meus dados iniciais.,2025-08-28 02:17:40
CSAT,juliana.carvalho,Tem alguma pagina de status para acompanhar?,2025-08-28 11:24:15
NPS,rafael.rocha,"Estou com problema na cobranca, veio valor duplicado na fatura. Preciso de retorno urgente.",2025-08-28 14:21:29
NPS,vitor.gomes,O atendimento foi rude e não ajudou.,2025-08-28 21:50:06
NPS,isabela.silva,Existe um canal para enviar ideias?,2025-08-29 01:07:47
NPS,vitor.dias,O suporte demorou muito para responder meu chamado.,2025-08-29 01:20:42
NPS,lucas.ribeiro,"A fatura veio com reajuste sem aviso, podem verificar?",2025-08-29 05:44:27
CSAT,lucas.araujo,Ficou travando e desconectando toda hora. Ticket 62439.,2025-08-29 10:11:39
BOT,diego.silva,Parece que um usuario acessou dados que nao deveria.,2025-08-29 10:44:31
CSAT,fernanda.teixeira,O sistema duplica registros ao importar.,2025-08-29 13:19:10
CSAT,beatriz.lima,A plataforma caiu agora e nao consigo acessar. Preciso de retorno urgente.,2025-08-29 17:22:39
CSAT,ana.correa,Como abro um chamado para suporte tecnico? Preciso de retorno urgente.,2025-08-29 20:52:34
CSAT,camila.martins,"Comecei a usar rapido, processo muito bom.",2025-08-29 23:03:42
NPS,patricia.silva,A busca demora demais e trava o navegador.,2025-08-30 00:54:02
CSAT,mario.correa,A documentacao esta desatualizada.,2025-08-30 02:57:00
BOT,rafael.ferreira,Qual politica de retencao de logs? Preciso de retorno urgente.,2025-08-30 12:15:54
CSAT,vitor.araujo,Quero participar do beta de novas funcoes.,2025-08-30 19:22:05
BuzzMonitor,bruno.gomes,A experiencia poderia ser melhor em dispositivos moveis.,2025-08-30 20:53:45
NPS,lucas.mendes,A integracao com o gateway de pagamento caiu.,2025-08-30 21:57:03
BuzzMonitor,patricia.dias,"Gostei do conector com o ERP, poupou tempo.",2025-08-30 23:19:22
NPS,beatriz.souza,Os dados do CRM estao vindo incompletos na integracao.,2025-08-31 01:01:57
BuzzMonitor,joao.rocha,A integracao com o gateway de pagamento caiu.,2025-08-31 01:05:48
BuzzMonitor,carla.dias,"Estou com problema na cobranca, veio valor duplicado na fatura. Ticket 54250.",2025-08-31 11:27:25
BuzzMonitor,ana.dias,"Muito bom ter 2FA, aumentou a seguranca.",2025-08-31 14:22:39
BOT,patricia.carvalho,"A tela de cadastro ficou redonda, sem bugs.",2025-08-31 17:34:47
BuzzMonitor,mariana.rocha,"Evoluiram muito no ultimo trimestre, parabens. Preciso de retorno urgente.",2025-08-31 18:16:11
BuzzMonitor,beatriz.martins,"Gostei do controle de permissoes, bem completo.",2025-09-01 02:00:47
NPS,isabela.martins,"Boa, o erro de sincronizacao sumiu.",2025-09-01 02:19:34
CSAT,diego.ferreira,Existe cache para relatorios?,2025-09-01 13:55:56
BuzzMonitor,leonardo.ferreira,O cancelamento foi cobrado mesmo depois de eu solicitar. Ticket 93164.,2025-09-01 14:43:13
CSAT,juliana.rocha,Existe controle de permissao por modulo? Preciso de retorno urgente.,2025-09-01 16:13:15
CSAT,thiago.barbosa,O botao de salvar nao responde na tela de cadastro. Ticket 45056.,2025-09-01 16:35:31
CSAT,rafael.ribeiro,O bloqueio por IP facilitou nossa politica interna.,2025-09-01 16:54:14
NPS,mario.ferreira,Tem SDK em Python para integracao?,2025-09-01 17:01:47
CSAT,isabela.correa,O atendimento foi rude e nao ajudou. Ticket 66060.,2025-09-01 22:26:05
NPS,diego.rocha,Sinto falta de um relatorio mais completo.,2025-09-02 00:42:33
CSAT,diego.almeida,Os dados do CRM estao vindo incompletos na integracao.,2025-09-02 09:07:58
NPS,beatriz.araujo,Quando tento exportar CSV ele vem vazio.,2025-09-02 10:48:35
NPS,gustavo.souza,"O time de CS acompanhou ate a solucao, show.",2025-09-02 12:00:03
BuzzMonitor,bruno.mendes,Seria bom ter mais opcoes de personalizacao.,2025-09-02 22:06:09
BuzzMonitor,rafael.barbosa,Como configuro 2FA para todos os usuarios?,2025-09-02 22:12:13
CSAT,carla.teixeira,Os tutoriais ajudaram muito a comecar.,2025-09-03 00:10:16
CSAT,diego.barbosa,A correcao do filtro resolveu meu problema.,2025-09-03 03:20:07
BuzzMonitor,joao.correa,Vocês tem exemplo de payload para webhooks?,2025-09-03 06:01:23
BOT,lucas.nascimento,A busca demora demais e trava o navegador.,2025-09-03 10:51:49
CSAT,diego.almeida,"Estou vendo lentidao em alguns horarios, e esperado?",2025-09-03 16:32:12
BuzzMonitor,joao.pereira,"Obrigada pela paciencia, problema resolvido.",2025-09-03 22:04:54
BOT,leonardo.ferreira,"Muito bom ter 2FA, aumentou a seguranca.",2025-09-04 03:09:48
NPS,laura.carvalho,"Estou com problema na cobranca, veio valor duplicado na fatura. Preciso de retorno urgente.",2025-09-04 04:23:04
CSAT,thiago.mendes,"A performance melhorou muito, ta voando.",2025-09-04 04:25:45
BOT,camila.martins,Como configuro 2FA para todos os usuarios?,2025-09-04 08:02:23
NPS,mariana.elias,"Comecei a usar rapido, processo muito bom.",2025-09-04 18:23:37
BOT,juliana.dias,A integracao gera erro ao sincronizar e para no meio.,2025-09-04 20:15:23
NPS,isabela.ribeiro,Quando tento exportar CSV ele vem vazio.,2025-09-04 23:24:27
BOT,bruno.gomes,A exportacao para contabilidade funcionou de primeira.,2025-09-05 01:16:55
NPS,fernanda.gomes,"O time de CS acompanhou ate a solucao, show.",2025-09-05 03:59:29
CSAT,mario.elias,A ferramenta esta ajudando muito nosso dia a dia. Preciso de retorno urgente.,2025-09-05 09:38:08
BOT,joao.carvalho,"Parabens, a nota fiscal saiu certinha e bem rapido.",2025-09-05 09:41:11
CSAT,ana.teixeira,Recebi alerta de login suspeito e nao consegui bloquear.,2025-09-05 14:17:09
CSAT,ana.correa,Nao consegui importar meus dados iniciais.,2025-09-05 21:30:49
BOT,juliana.correa,A integracao gera erro ao sincronizar e para no meio.,2025-09-06 00:24:35
CSAT,thiago.lima,Estou recebendo erro 500 ao tentar salvar.,2025-09-06 01:51:57
BOT,joao.teixeira,O webhooks estao falhando e nao recebo eventos.,2025-09-06 03:56:32
BOT,bruno.rocha,O sistema duplica registros ao importar.,2025-09-06 05:42:54
BuzzMonitor,diego.carvalho,Onde encontro a opcao para personalizar colunas?,2025-09-06 06:23:27
BuzzMonitor,leonardo.lima,Tem alguma pagina de status para acompanhar?,2025-09-06 16:13:30
NPS,mariana.souza,A nova interface ficou bem mais intuitiva.,2025-09-06 18:44:59
NPS,vitor.ferreira,A integracao suporta ambientes de teste?,2025-09-07 02:13:25
BuzzMonitor,carla.oliveira,O atendimento foi rude e nao ajudou. Ticket 46038.,2025-09-07 04:50:08
BuzzMonitor,mariana.almeida,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-09-07 06:37:41
NPS,thiago.ribeiro,Os dados do CRM estao vindo incompletos na integracao.,2025-09-07 14:23:25
BOT,mariana.ferreira,Tem como trocar a forma de pagamento para cartao?,2025-09-07 20:09:07
BuzzMonitor,ana.gomes,Quero participar do beta de novas funcoes.,2025-09-07 20:59:37
NPS,fernanda.nascimento,Como faço para salvar filtros como favoritos?,2025-09-07 23:24:27
CSAT,mariana.rocha,"Nao carrega a tela inicial, fica em loading infinito. Preciso de retorno urgente.",2025-09-08 05:39:15
BOT,diego.lima,Fiquei perdido na configuracao inicial.,2025-09-08 06:33:48
BOT,joao.almeida,"A fatura veio com reajuste sem aviso, podem verificar?",2025-09-08 12:07:35
BuzzMonitor,laura.martins,A busca demora demais e trava o navegador.,2025-09-08 14:26:31
BuzzMonitor,juliana.martins,O botao de salvar nao responde na tela de cadastro.,2025-09-08 15:32:29
CSAT,camila.carvalho,O onboarding foi confuso e faltou treinamento.,2025-09-08 22:06:09
CSAT,mario.carvalho,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-09-08 22:44:19
BOT,camila.oliveira,A integracao com o gateway de pagamento caiu.,2025-09-08 22:49:54
CSAT,isabela.souza,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-09-08 22:49:56
BOT,juliana.ferreira,Muitos cliques para fazer uma tarefa simples. Ticket 27527.,2025-09-09 01:17:17
BuzzMonitor,camila.ferreira,Ficou travando e desconectando toda hora.,2025-09-09 08:53:35
CSAT,mariana.pereira,O reset de senha falha e nao chega email.,2025-09-09 09:46:10
NPS,carla.elias,"A API esta bem documentada, consegui integrar rapido.",2025-09-09 15:27:21
CSAT,bruno.correa,Os logs de auditoria ajudaram bastante.,2025-09-09 19:18:25
BuzzMonitor,mariana.mendes,As telas estao com lentidao em horario comercial.,2025-09-10 07:59:24
CSAT,mario.pereira,A nova interface ficou bem mais intuitiva. Ticket 46497.,2025-09-10 09:55:35
BuzzMonitor,mario.teixeira,O sistema duplica registros ao importar.,2025-09-10 15:27:36
CSAT,laura.correa,A integracao com o ERP nao esta sincronizando. Preciso de retorno urgente.,2025-09-11 14:31:23
BuzzMonitor,isabela.barbosa,A ferramenta esta ajudando muito nosso dia a dia.,2025-09-11 14:56:58
CSAT,joao.ferreira,Os tutoriais nao cobrem o que eu preciso.,2025-09-11 20:19:17
NPS,isabela.rocha,Os tutoriais ajudaram muito a comecar.,2025-09-11 22:09:05
BOT,joao.gomes,Existe cache para relatorios?,2025-09-11 22:31:27
BuzzMonitor,joao.almeida,A integracao gera erro ao sincronizar e para no meio. Preciso de retorno urgente.,2025-09-12 03:01:55
BuzzMonitor,bruno.ribeiro,O filtro nao funciona e retorna resultados errados.,2025-09-12 05:19:19
BuzzMonitor,vitor.teixeira,"Evoluiram muito no ultimo trimestre, parabens.",2025-09-12 06:17:55
BuzzMonitor,mario.ribeiro,"Parabens, a nota fiscal saiu certinha e bem rapido.",2025-09-12 11:36:52
BuzzMonitor,camila.rocha,Seria bom ter mais opcoes de personalizacao. Preciso de retorno urgente.,2025-09-12 12:26:26
CSAT,joao.almeida,Como gero um token de API?,2025-09-12 12:51:45
CSAT,rafael.almeida,A exportacao para contabilidade funcionou de primeira.,2025-09-12 13:27:03
BOT,ana.oliveira,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-09-12 16:01:37
BOT,vitor.araujo,Ficou travando e desconectando toda hora.,2025-09-12 17:08:18
CSAT,juliana.carvalho,Como abro um chamado para suporte tecnico? Preciso de retorno urgente. Ticket 87874.,2025-09-13 00:00:25
CSAT,ana.ribeiro,As telas estao com lentidao em horario comercial.,2025-09-13 05:14:32
BuzzMonitor,juliana.mendes,Sinto falta de um relatorio mais completo. Preciso de retorno urgente.,2025-09-13 07:56:41
BuzzMonitor,ana.souza,"Nao carrega a tela inicial, fica em loading infinito.",2025-09-13 14:29:23
NPS,mario.ribeiro,"Atendimento excelente, resolveram em minutos.",2025-09-13 23:47:38
CSAT,isabela.carvalho,As mensagens de erro nao explicam o que fazer.,2025-09-14 00:28:06
BOT,vitor.silva,A integracao gera erro ao sincronizar e para no meio. Preciso de retorno urgente.,2025-09-14 11:00:59
BuzzMonitor,gustavo.silva,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-09-14 11:23:49
BOT,bruno.araujo,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-09-14 12:35:19
CSAT,leonardo.mendes,Os dados do CRM estao vindo incompletos na integracao.,2025-09-14 17:02:55
BOT,thiago.ribeiro,A experiencia de uso evoluiu muito.,2025-09-14 23:36:52
CSAT,bruno.carvalho,"A equipe acompanhou a implantacao, foi tranquilo.",2025-09-14 23:47:11
NPS,bruno.ferreira,A integracao com o CRM funcionou sem dor de cabeca.,2025-09-15 00:09:45
CSAT,lucas.rocha,Qual o prazo para emitir nota fiscal?,2025-09-15 05:06:59
NPS,thiago.dias,"A sincronizacao ficou consistente, obrigado.",2025-09-15 07:59:37
BOT,beatriz.rocha,Qual o tempo medio de resposta esperado?,2025-09-15 08:36:40
BuzzMonitor,carla.oliveira,O menu mudou e agora ficou pior de usar.,2025-09-15 12:43:26
CSAT,lucas.oliveira,"A API esta bem documentada, consegui integrar rapido.",2025-09-15 15:13:09
NPS,beatriz.teixeira,A API esta retornando 401 mesmo com token valido. Preciso de retorno urgente.,2025-09-16 04:36:20
CSAT,juliana.mendes,Qual a janela de maior uso? Preciso de retorno urgente.,2025-09-16 09:15:11
CSAT,mario.silva,O suporte foi muito prestativo e claro.,2025-09-16 09:17:15
BuzzMonitor,camila.barbosa,A API esta bem mais rapida nessa versao.,2025-09-16 09:43:47
BOT,diego.dias,"A equipe acompanhou a implantacao, foi tranquilo.",2025-09-16 14:13:17
BuzzMonitor,leonardo.correa,A disponibilidade melhorou bastante essa semana.,2025-09-16 18:33:09
NPS,beatriz.correa,O onboarding foi confuso e faltou treinamento.,2025-09-17 08:13:03
BuzzMonitor,mariana.mendes,O suporte foi muito prestativo e claro.,2025-09-17 14:14:14
CSAT,patricia.ribeiro,"Produto excelente, atende bem nossas necessidades. Preciso de retorno urgente.",2025-09-18 01:42:09
