origem,usuario,mensagem,data,sentimentalidade,categoria
BuzzMonitor,diego.rocha,"Gostei do novo painel financeiro, bem mais claro.",2025-07-26 19:01:17,NEUTRA,FEEDBACK GERAL
NPS,gustavo.carvalho,"Relatorios agora carregam rapido, excelente.",2025-07-26 20:48:15,POSITIVA,API/AUTENTICACAO
BuzzMonitor,camila.souza,"Gostei do novo painel financeiro, bem mais claro.",2025-07-27 01:49:14,NEUTRA,FEEDBACK GERAL
NPS,laura.souza,"Estou sem retorno ha dias, isso prejudica o trabalho. Ticket 30489.",2025-07-27 04:16:47,NEGATIVA,SUPORTE/ATENDIMENTO
NPS,lucas.nascimento,Depois da ultima manutencao ficou bem mais estavel.,2025-07-27 08:48:20,NEUTRA,FEEDBACK GERAL
CSAT,patricia.souza,Posso enviar logs para ajudar a investigar?,2025-07-27 11:47:12,NEUTRA,FEEDBACK GERAL
BuzzMonitor,rafael.rocha,O suporte demorou muito para responder meu chamado.,2025-07-27 14:47:09,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,camila.ferreira,Como abro um chamado para suporte tecnico?,2025-07-27 23:16:49,NEUTRA,SUPORTE/ATENDIMENTO
BOT,juliana.dias,A documentacao e bem completa. Preciso de retorno urgente.,2025-07-28 04:23:00,NEGATIVA,TREINAMENTO/ONBOARDING
BuzzMonitor,joao.correa,A experiencia de uso evoluiu muito.,2025-07-28 06:01:32,NEUTRA,FEEDBACK GERAL
NPS,carla.silva,A API esta retornando 401 mesmo com token valido.,2025-07-28 06:32:43,NEGATIVA,API/AUTENTICACAO
BOT,bruno.mendes,A plataforma caiu agora e nao consigo acessar.,2025-07-28 20:01:14,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,patricia.souza,O botao de salvar nao responde na tela de cadastro.,2025-07-29 01:05:26,NEUTRA,FEEDBACK GERAL
CSAT,beatriz.carvalho,"Comecei a usar rapido, processo muito bom.",2025-07-29 03:56:05,POSITIVA,API/AUTENTICACAO
NPS,carla.lima,O onboarding foi excelente e bem guiado.,2025-07-29 04:17:02,POSITIVA,TREINAMENTO/ONBOARDING
CSAT,laura.gomes,"A API esta bem documentada, consegui integrar rapido.",2025-07-29 05:54:27,POSITIVA,API/AUTENTICACAO
NPS,isabela.mendes,Os dados do CRM estao vindo incompletos na integracao. Ticket 33565.,2025-07-29 08:04:50,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,mariana.barbosa,Os logs de auditoria ajudaram bastante.,2025-07-29 10:31:28,NEUTRA,FEEDBACK GERAL
NPS,mariana.mendes,"Gostei do conector com o ERP, poupou tempo.",2025-07-29 18:21:52,NEUTRA,FEEDBACK GERAL
NPS,patricia.martins,A API esta retornando 401 mesmo com token valido.,2025-07-29 20:36:18,NEGATIVA,API/AUTENTICACAO
BOT,bruno.carvalho,Os tutoriais ajudaram muito a comecar.,2025-07-29 22:32:37,NEUTRA,FEEDBACK GERAL
NPS,diego.souza,Qual o passo a passo recomendado para comecar?,2025-07-30 02:26:01,NEUTRA,FEEDBACK GERAL
BOT,diego.teixeira,A API esta retornando 401 mesmo com token valido.,2025-07-30 02:38:05,NEGATIVA,API/AUTENTICACAO
BOT,leonardo.almeida,Fiquei perdido na configuracao inicial.,2025-07-30 04:54:14,NEUTRA,FINANCEIRO
BOT,laura.teixeira,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-07-30 08:08:00,NEUTRA,BUGS
CSAT,isabela.mendes,O filtro nao funciona e retorna resultados errados.,2025-07-30 13:37:32,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,diego.almeida,O sistema duplica registros ao importar.,2025-07-30 18:55:00,NEUTRA,FEEDBACK GERAL
BOT,thiago.dias,Quando tento exportar CSV ele vem vazio.,2025-07-31 07:12:41,NEUTRA,FEEDBACK GERAL
CSAT,leonardo.ribeiro,Recebi alerta de login suspeito e nao consegui bloquear.,2025-07-31 11:16:25,NEUTRA,FEEDBACK GERAL
NPS,juliana.silva,O atendente nao entendeu o problema e encerrou o ticket. Preciso de retorno urgente.,2025-07-31 11:57:13,NEGATIVA,BUGS
CSAT,mariana.nascimento,A API esta bem mais rapida nessa versao.,2025-07-31 21:14:33,NEUTRA,API/AUTENTICACAO
NPS,isabela.gomes,O atendente nao entendeu o problema e encerrou o ticket. Preciso de retorno urgente.,2025-07-31 23:30:38,NEGATIVA,BUGS
BuzzMonitor,gustavo.correa,Depois da ultima manutencao ficou bem mais estavel.,2025-08-01 01:53:33,NEUTRA,FEEDBACK GERAL
CSAT,mario.oliveira,Muitos cliques para fazer uma tarefa simples.,2025-08-01 04:24:32,NEUTRA,FEEDBACK GERAL
BOT,gustavo.souza,"Muito bom ter 2FA, aumentou a seguranca.",2025-08-01 04:53:00,POSITIVA,FEEDBACK GERAL
BuzzMonitor,laura.silva,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-08-01 05:35:19,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,mario.dias,A ferramenta esta ajudando muito nosso dia a dia.,2025-08-01 06:10:38,NEUTRA,FEEDBACK GERAL
NPS,juliana.souza,A autenticacao em dois fatores não funciona.,2025-08-01 07:51:29,NEGATIVA,API/AUTENTICACAO
CSAT,rafael.almeida,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-08-01 10:50:26,POSITIVA,FEEDBACK GERAL
CSAT,mario.barbosa,Hoje o sistema esta super rapido e sem quedas.,2025-08-01 11:33:33,POSITIVA,API/AUTENTICACAO
CSAT,juliana.correa,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-08-01 16:07:08,NEUTRA,FEEDBACK GERAL
NPS,vitor.teixeira,Acho que a comunicacao de mudancas poderia melhorar.,2025-08-01 20:38:20,NEUTRA,FEEDBACK GERAL
BOT,beatriz.pereira,Tem alguma previsao para corrigir a exportacao?,2025-08-01 21:09:02,NEUTRA,FEEDBACK GERAL
NPS,lucas.barbosa,Os dados do CRM estao vindo incompletos na integracao.,2025-08-02 01:01:29,NEUTRA,FEEDBACK GERAL
BOT,leonardo.silva,Qual versao contem a correcao do problema?,2025-08-02 02:41:22,NEGATIVA,FEEDBACK GERAL
CSAT,isabela.teixeira,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-08-02 04:11:17,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,diego.gomes,"Adorei as novas funcionalidades, muito util.",2025-08-02 08:06:50,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mariana.pereira,O atendente nao entendeu o problema e encerrou o ticket.,2025-08-02 10:27:22,NEGATIVA,BUGS
NPS,vitor.pereira,Nao consegui importar meus dados iniciais. Ticket 21818.,2025-08-02 10:34:29,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,isabela.teixeira,"Obrigada pela paciencia, problema resolvido.",2025-08-02 11:13:37,POSITIVA,FEEDBACK GERAL
CSAT,juliana.rocha,Os logs de auditoria ajudaram bastante. Preciso de retorno urgente.,2025-08-02 12:46:42,NEGATIVA,FEEDBACK GERAL
CSAT,vitor.elias,Os logs de auditoria ajudaram bastante.,2025-08-02 14:39:40,NEUTRA,FEEDBACK GERAL
BOT,juliana.oliveira,Onde vejo o log de auditoria?,2025-08-02 22:12:50,NEUTRA,FEEDBACK GERAL
CSAT,isabela.gomes,"A API esta bem documentada, consegui integrar rapido.",2025-08-03 03:52:00,POSITIVA,API/AUTENTICACAO
NPS,joao.rocha,O atendente nao entendeu o problema e encerrou o ticket.,2025-08-03 04:19:32,NEGATIVA,BUGS
CSAT,patricia.silva,"Comecei a usar rapido, processo muito bom. Ticket 79758.",2025-08-03 05:41:26,POSITIVA,API/AUTENTICACAO
CSAT,patricia.rocha,Posso reorganizar o menu?,2025-08-03 05:57:14,NEUTRA,FEEDBACK GERAL
CSAT,mario.gomes,A integracao com o ERP nao esta sincronizando.,2025-08-03 07:00:38,NEUTRA,FEEDBACK GERAL
CSAT,mario.ferreira,Qual o status do incidente da manha?,2025-08-03 08:10:36,NEUTRA,FEEDBACK GERAL
CSAT,thiago.oliveira,A documentacao esta desatualizada.,2025-08-03 09:59:27,NEUTRA,TREINAMENTO/ONBOARDING
NPS,ana.pereira,"Gostei do conector com o ERP, poupou tempo.",2025-08-03 10:10:27,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.barbosa,Tem SDK em Python para integracao? Ticket 50607.,2025-08-03 14:50:43,NEUTRA,SUPORTE/ATENDIMENTO
NPS,mariana.gomes,"Gostei do novo painel financeiro, bem mais claro.",2025-08-03 18:38:12,NEUTRA,FEEDBACK GERAL
BOT,patricia.pereira,"A navegacao esta confusa, nao acho as configuracoes.",2025-08-03 20:24:41,NEUTRA,FINANCEIRO
NPS,carla.nascimento,O reset de senha falha e nao chega email.,2025-08-03 23:47:12,NEGATIVA,BUGS
CSAT,mariana.araujo,Seria bom ter mais opcoes de personalizacao.,2025-08-04 02:27:53,POSITIVA,FEATURE REQUEST
BOT,patricia.carvalho,Vocês tiveram alguma manutencao programada hoje?,2025-08-04 06:36:10,NEUTRA,FEEDBACK GERAL
BOT,carla.carvalho,Parece que um usuario acessou dados que nao deveria.,2025-08-04 07:29:55,NEUTRA,FEEDBACK GERAL
NPS,vitor.silva,"A equipe acompanhou a implantacao, foi tranquilo.",2025-08-04 13:06:22,NEUTRA,FEEDBACK GERAL
CSAT,thiago.pereira,Depois da ultima manutencao ficou bem mais estavel.,2025-08-04 20:33:37,NEUTRA,FEEDBACK GERAL
BuzzMonitor,bruno.nascimento,Tem atendimento aos finais de semana? Ticket 60868.,2025-08-05 01:41:24,NEUTRA,SUPORTE/ATENDIMENTO
NPS,bruno.araujo,Preciso de auditoria e nao encontro logs completos.,2025-08-05 07:03:51,NEUTRA,FEEDBACK GERAL
NPS,carla.barbosa,"Nao tive mais desconexoes, otimo trabalho. Preciso de retorno urgente.",2025-08-05 08:50:51,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mario.mendes,"Boa, o erro de sincronizacao sumiu.",2025-08-05 18:14:59,NEUTRA,BUGS
CSAT,diego.mendes,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-08-05 21:44:21,NEGATIVA,FINANCEIRO
CSAT,leonardo.barbosa,"Adorei as novas funcionalidades, muito util. Preciso de retorno urgente.",2025-08-06 00:22:02,NEGATIVA,FEEDBACK GERAL
CSAT,laura.nascimento,A ferramenta esta ajudando muito nosso dia a dia.,2025-08-06 00:51:50,NEUTRA,FEEDBACK GERAL
CSAT,ana.teixeira,Onde eu encontro o historico de faturas?,2025-08-06 01:33:40,NEUTRA,FINANCEIRO
BuzzMonitor,leonardo.araujo,Qual o status do incidente da manha?,2025-08-06 02:30:23,NEUTRA,FEEDBACK GERAL
BuzzMonitor,gustavo.ferreira,Vocês tiveram alguma manutencao programada hoje? Ticket 93406.,2025-08-06 03:42:44,NEUTRA,SUPORTE/ATENDIMENTO
NPS,gustavo.silva,O atendimento foi rude e não ajudou.,2025-08-06 04:39:46,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,patricia.silva,Muitos cliques para fazer uma tarefa simples.,2025-08-06 10:29:33,NEUTRA,FEEDBACK GERAL
BuzzMonitor,rafael.carvalho,"A navegacao esta confusa, nao acho as configuracoes.",2025-08-06 11:19:11,NEUTRA,FINANCEIRO
NPS,gustavo.almeida,"Nao tive mais desconexoes, otimo trabalho.",2025-08-07 10:37:37,POSITIVA,FEEDBACK GERAL
BOT,diego.martins,Qual politica de retencao de logs?,2025-08-07 12:07:55,NEUTRA,FEEDBACK GERAL
BuzzMonitor,diego.oliveira,"Produto excelente, atende bem nossas necessidades. Ticket 10448.",2025-08-07 12:51:10,POSITIVA,SUPORTE/ATENDIMENTO
BuzzMonitor,bruno.carvalho,As telas estao com lentidao em horario comercial. Ticket 91416.,2025-08-07 15:28:51,NEUTRA,SUPORTE/ATENDIMENTO
NPS,leonardo.pereira,"Muito bom ter 2FA, aumentou a seguranca.",2025-08-07 16:55:03,POSITIVA,FEEDBACK GERAL
BuzzMonitor,beatriz.ribeiro,"A sincronizacao ficou consistente, obrigado.",2025-08-07 18:25:17,POSITIVA,FEEDBACK GERAL
CSAT,thiago.ferreira,As mensagens de erro nao explicam o que fazer. Preciso de retorno urgente.,2025-08-07 21:11:35,NEGATIVA,BUGS
CSAT,carla.oliveira,"A performance melhorou muito, ta voando.",2025-08-08 05:09:54,NEUTRA,FEEDBACK GERAL
BOT,diego.barbosa,"A performance melhorou muito, ta voando.",2025-08-08 09:10:44,NEUTRA,FEEDBACK GERAL
CSAT,diego.teixeira,"A busca ficou instantanea, parabens.",2025-08-08 13:02:28,NEUTRA,FEEDBACK GERAL
NPS,mariana.dias,Existe cache para relatorios?,2025-08-08 13:53:22,NEUTRA,FEEDBACK GERAL
NPS,juliana.nascimento,A integracao gera erro ao sincronizar e para no meio. Preciso de retorno urgente.,2025-08-08 17:45:18,NEGATIVA,BUGS
CSAT,diego.silva,O atendente nao entendeu o problema e encerrou o ticket.,2025-08-08 18:49:54,NEGATIVA,BUGS
NPS,lucas.correa,"Boa, o erro de sincronizacao sumiu.",2025-08-09 01:59:19,NEUTRA,BUGS
CSAT,thiago.correa,O sistema duplica registros ao importar.,2025-08-09 02:48:01,NEUTRA,FEEDBACK GERAL
NPS,thiago.elias,Estou recebendo erro 500 ao tentar salvar. Preciso de retorno urgente. Ticket 63480.,2025-08-09 16:53:36,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BOT,leonardo.barbosa,Quando tento exportar CSV ele vem vazio.,2025-08-09 20:46:24,NEUTRA,FEEDBACK GERAL
NPS,isabela.almeida,Tem atendimento aos finais de semana? Ticket 92729.,2025-08-09 21:59:28,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,bruno.barbosa,"Estou vendo lentidao em alguns horarios, e esperado?",2025-08-10 01:35:58,NEUTRA,FEEDBACK GERAL
BuzzMonitor,vitor.ribeiro,A ferramenta esta ajudando muito nosso dia a dia.,2025-08-10 02:12:46,NEUTRA,FEEDBACK GERAL
CSAT,beatriz.gomes,"Gostei do controle de permissoes, bem completo.",2025-08-10 09:55:45,NEUTRA,FEEDBACK GERAL
BOT,fernanda.mendes,Sinto falta de um relatorio mais completo. Ticket 73068.,2025-08-11 13:17:52,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,ana.dias,"Adorei as novas funcionalidades, muito util.",2025-08-11 16:28:20,NEUTRA,FEEDBACK GERAL
BuzzMonitor,joao.teixeira,"Nao carrega a tela inicial, fica em loading infinito.",2025-08-11 21:22:15,NEUTRA,FINANCEIRO
BOT,lucas.carvalho,A tela nao e intuitiva e acaba atrapalhando.,2025-08-11 23:18:38,NEUTRA,FEEDBACK GERAL
BOT,mariana.ferreira,Onde eu encontro o historico de faturas? Preciso de retorno urgente.,2025-08-11 23:29:29,NEGATIVA,FINANCEIRO
NPS,thiago.almeida,Recebi alerta de login suspeito e nao consegui bloquear.,2025-08-12 08:11:50,NEUTRA,FEEDBACK GERAL
CSAT,vitor.silva,O onboarding foi confuso e faltou treinamento.,2025-08-12 13:13:07,POSITIVA,FINANCEIRO
NPS,mariana.gomes,Tem SDK em Python para integracao? Preciso de retorno urgente.,2025-08-12 13:40:40,NEGATIVA,FEEDBACK GERAL
NPS,leonardo.ribeiro,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-08-12 16:52:44,NEGATIVA,FINANCEIRO
BuzzMonitor,mariana.pereira,As mensagens de erro nao explicam o que fazer.,2025-08-12 17:50:06,NEGATIVA,BUGS
CSAT,joao.martins,"A navegacao esta confusa, nao acho as configuracoes.",2025-08-12 22:45:29,NEUTRA,FINANCEIRO
BuzzMonitor,fernanda.nascimento,O webhooks estao falhando e nao recebo eventos.,2025-08-13 00:30:18,NEGATIVA,BUGS
NPS,isabela.barbosa,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-08-13 00:41:18,NEUTRA,FEEDBACK GERAL
CSAT,vitor.elias,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-08-13 05:16:21,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,mario.nascimento,"A busca ficou instantanea, parabens.",2025-08-13 07:56:34,NEUTRA,FEEDBACK GERAL
BuzzMonitor,isabela.mendes,Depois do patch nao ocorre mais duplicacao na importacao.,2025-08-13 08:05:56,NEUTRA,FEEDBACK GERAL
BuzzMonitor,laura.teixeira,A API esta retornando 401 mesmo com token valido.,2025-08-13 11:13:50,NEGATIVA,API/AUTENTICACAO
CSAT,bruno.martins,Tem webinar de introducao?,2025-08-13 14:32:10,NEUTRA,FEEDBACK GERAL
CSAT,fernanda.lima,"O processo de pagamento ficou mais simples, ajudou muito. Preciso de retorno urgente.",2025-08-14 02:36:49,NEGATIVA,FINANCEIRO
CSAT,mario.mendes,Recebi alerta de login suspeito e nao consegui bloquear. Preciso de retorno urgente.,2025-08-14 03:46:17,NEGATIVA,FEEDBACK GERAL
CSAT,camila.elias,Parece que um usuario acessou dados que nao deveria.,2025-08-14 07:38:04,NEUTRA,FEEDBACK GERAL
CSAT,rafael.rocha,O atendimento foi rude e nao ajudou.,2025-08-14 12:01:03,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,isabela.oliveira,Os logs de auditoria ajudaram bastante.,2025-08-15 01:45:23,NEUTRA,FEEDBACK GERAL
CSAT,patricia.correa,Vocês tiveram alguma manutencao programada hoje?,2025-08-15 08:40:53,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.correa,A exportacao para contabilidade funcionou de primeira.,2025-08-15 16:13:12,POSITIVA,FEEDBACK GERAL
NPS,camila.silva,Nao consegui importar meus dados iniciais.,2025-08-15 19:34:18,NEUTRA,FEEDBACK GERAL
BuzzMonitor,juliana.oliveira,"Produto excelente, atende bem nossas necessidades.",2025-08-15 23:38:24,POSITIVA,FEEDBACK GERAL
CSAT,laura.barbosa,O filtro não funciona e retorna resultados errados. Preciso de retorno urgente.,2025-08-16 00:08:33,NEGATIVA,FEEDBACK GERAL
CSAT,fernanda.souza,Qual o SLA de atendimento para meu plano?,2025-08-16 10:37:12,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,leonardo.elias,Seria bom ter mais opcoes de personalizacao.,2025-08-16 14:45:26,POSITIVA,FEATURE REQUEST
BOT,fernanda.elias,A plataforma caiu agora e nao consigo acessar.,2025-08-16 15:24:40,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,carla.araujo,Qual o limite de requisicoes por minuto na API?,2025-08-16 17:13:11,NEUTRA,API/AUTENTICACAO
BuzzMonitor,camila.nascimento,Os dados do CRM estao vindo incompletos na integracao. Preciso de retorno urgente.,2025-08-16 17:54:50,NEGATIVA,FEEDBACK GERAL
CSAT,carla.souza,Ficou travando e desconectando toda hora.,2025-08-16 21:50:34,NEGATIVA,INSTABILIDADE NA PLATAFORMA
NPS,mario.martins,O tempo de resposta da API aumentou bastante.,2025-08-17 00:23:56,NEUTRA,API/AUTENTICACAO
BOT,carla.ferreira,A integracao suporta ambientes de teste? Preciso de retorno urgente.,2025-08-17 00:52:20,NEGATIVA,FEEDBACK GERAL
NPS,bruno.teixeira,"A equipe acompanhou a implantacao, foi tranquilo. Ticket 56969.",2025-08-17 03:24:33,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,vitor.teixeira,Existe modo escuro? Ticket 91665.,2025-08-17 04:36:21,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,camila.rocha,A busca demora demais e trava o navegador.,2025-08-17 10:47:20,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,patricia.barbosa,Preciso de auditoria e nao encontro logs completos. Preciso de retorno urgente.,2025-08-17 11:26:04,NEGATIVA,FEEDBACK GERAL
CSAT,fernanda.mendes,O sistema duplica registros ao importar.,2025-08-17 12:11:58,NEUTRA,FEEDBACK GERAL
CSAT,isabela.correa,Nao consegui importar meus dados iniciais.,2025-08-17 14:03:21,NEUTRA,FEEDBACK GERAL
CSAT,joao.gomes,O sistema esta muito lento para carregar relatorios.,2025-08-17 21:22:52,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,bruno.almeida,Tem alguma previsao para corrigir a exportacao?,2025-08-17 22:21:38,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mario.nascimento,O atendente nao entendeu o problema e encerrou o ticket.,2025-08-18 00:18:59,NEGATIVA,BUGS
CSAT,vitor.elias,A conciliacao bancaria ficou bem melhor nessa versao.,2025-08-18 00:20:08,NEUTRA,FEEDBACK GERAL
CSAT,laura.araujo,Fui transferido varias vezes e nao resolveram.,2025-08-18 08:45:13,NEUTRA,FEEDBACK GERAL
BOT,juliana.ribeiro,Qual o SLA de atendimento para meu plano?,2025-08-18 23:42:30,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,juliana.araujo,A disponibilidade melhorou bastante essa semana.,2025-08-19 07:52:10,NEUTRA,FEEDBACK GERAL
BuzzMonitor,diego.elias,Importacao muito mais eficiente agora.,2025-08-20 03:26:02,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mariana.elias,"Gostei do conector com o ERP, poupou tempo.",2025-08-20 03:30:39,NEUTRA,FEEDBACK GERAL
NPS,fernanda.dias,Como faço para salvar filtros como favoritos?,2025-08-20 21:38:32,NEUTRA,FEEDBACK GERAL
CSAT,mario.mendes,A tela nao e intuitiva e acaba atrapalhando.,2025-08-21 02:29:20,NEUTRA,FEEDBACK GERAL
BuzzMonitor,gustavo.carvalho,"Boa, o erro de sincronizacao sumiu.",2025-08-21 05:09:53,NEUTRA,BUGS
BOT,mariana.martins,A API esta retornando 401 mesmo com token valido. Ticket 84096.,2025-08-21 12:34:08,NEGATIVA,API/AUTENTICACAO
CSAT,mariana.carvalho,Quero entender como funciona o calculo de impostos. Preciso de retorno urgente.,2025-08-21 15:31:21,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,lucas.elias,Nao consegui importar meus dados iniciais. Preciso de retorno urgente.,2025-08-21 20:22:49,NEGATIVA,FEEDBACK GERAL
NPS,ana.carvalho,A integracao com o gateway de pagamento caiu. Preciso de retorno urgente.,2025-08-21 20:27:07,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,ana.lima,A integracao com o ERP nao esta sincronizando.,2025-08-22 02:41:34,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.araujo,O atendente não entendeu o problema e encerrou o ticket.,2025-08-22 03:39:05,NEGATIVA,BUGS
NPS,isabela.mendes,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-08-22 06:44:16,POSITIVA,FEEDBACK GERAL
BuzzMonitor,camila.martins,"Preciso atualizar o responsavel do contrato, com quem falo?",2025-08-22 15:03:37,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.elias,O tempo de resposta da API aumentou bastante.,2025-08-22 18:12:00,NEUTRA,API/AUTENTICACAO
BuzzMonitor,isabela.souza,Fiquei perdido na configuracao inicial. Preciso de retorno urgente.,2025-08-22 19:13:16,NEGATIVA,FINANCEIRO
CSAT,ana.souza,Vocês podem considerar um novo recurso?,2025-08-22 22:55:27,NEUTRA,TREINAMENTO/ONBOARDING
BOT,fernanda.silva,O menu mudou e agora ficou pior de usar.,2025-08-23 06:08:23,NEUTRA,FEEDBACK GERAL
CSAT,beatriz.souza,Quando tento exportar CSV ele vem vazio.,2025-08-23 07:45:33,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mariana.pereira,"A API esta bem documentada, consegui integrar rapido.",2025-08-23 10:17:44,POSITIVA,API/AUTENTICACAO
BOT,lucas.rocha,"A fatura veio com reajuste sem aviso, podem verificar?",2025-08-23 10:58:47,NEUTRA,FINANCEIRO
CSAT,rafael.rocha,Onde encontro a base de conhecimento?,2025-08-23 12:01:28,NEUTRA,FEEDBACK GERAL
CSAT,joao.barbosa,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-08-23 12:35:20,NEUTRA,BUGS
CSAT,joao.araujo,A nova interface ficou bem mais intuitiva. Preciso de retorno urgente.,2025-08-24 00:34:53,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,mariana.ribeiro,O sistema esta muito lento para carregar relatorios. Preciso de retorno urgente.,2025-08-24 00:55:42,NEGATIVA,INSTABILIDADE NA PLATAFORMA
NPS,laura.ribeiro,O webhooks estao falhando e nao recebo eventos.,2025-08-24 02:26:49,NEGATIVA,BUGS
CSAT,beatriz.correa,"A busca ficou instantanea, parabens.",2025-08-24 05:37:25,NEUTRA,FEEDBACK GERAL
CSAT,gustavo.dias,Onde eu reporto um bug com print da tela?,2025-08-24 10:57:05,NEGATIVA,BUGS
BuzzMonitor,carla.correa,Nao consigo atualizar meus dados de pagamento no sistema.,2025-08-24 19:57:24,NEUTRA,FINANCEIRO
BuzzMonitor,laura.mendes,O menu mudou e agora ficou pior de usar.,2025-08-25 02:19:04,NEUTRA,FEEDBACK GERAL
BOT,isabela.ferreira,"As dicas na tela ajudam bastante, parabens.",2025-08-25 06:49:25,NEUTRA,FEEDBACK GERAL
NPS,leonardo.souza,"A importacao esta levando horas, ficou impraticavel.",2025-08-25 10:50:34,NEUTRA,FEEDBACK GERAL
NPS,vitor.rocha,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-08-25 12:00:12,NEUTRA,BUGS
